HIP21281;68.49884793;-55.04502421;19.37;51.24;0.71;0;3.2372
HIP21296;68.54850725;-8.23135941;3.9;-23.5;3.25;0;5.263
HIP21297;68.54913222;-8.96998498;4.51;-36.19;-111.88;0;5.3758
HIP21365;68.75988547;17.20123481;3.62;-5.8;-1.61;0;6.8194
HIP21393;68.88779873;-30.56231048;15.41;-49.46;-12.28;0;3.973
HIP21402;68.9134743;10.16091726;21.18;51.18;-46.09;0;4.3011
HIP21421;68.98000195;16.50976173;49.28;64.04;-188.52;0;1.0024
HIP21444;69.07975248;-3.35244804;5.81;1.29;-5.26;0;3.8713
HIP21476;69.17264059;41.26485494;4.89;-4.89;-15.2;0;4.3946
HIP21479;69.19032332;-62.07698133;17;-69.12;-74.88;0;4.6635
HIP21589;69.53917386;12.51087424;22.03;103.35;-15.15;0;4.3136
HIP21594;69.54529809;-14.30358642;26.49;-79.3;-162.9;0;4.0248
HIP21763;70.1103911;-19.67125673;8.87;25.8;-94.97;0;4.3758
HIP21770;70.14092951;-41.86357032;49.69;-140.35;-74.91;0;4.5287
HIP21881;70.56126447;22.95697539;7.88;-0.07;-20.18;0;4.2366
HIP22109;71.3755876;-3.25462471;6.04;16.02;-13.64;0;3.9696
HIP22449;72.45890938;6.9612475;124.57;464.14;12.12;0;3.2862
HIP22479;72.54828799;-16.21728341;13.25;45.21;51.98;0;5.1981
HIP22490;72.57209135;6.94990208;5.3;-2.15;5.99;0;7.2714
HIP22509;72.65300992;8.90025291;17.86;1.02;-29.94;0;4.3669
HIP22549;72.80152514;5.60510153;3.25;-1.23;0.78;0;3.6236
HIP22626;73.02153942;63.50564978;7.33;38.38;-93.93;0;5.4857
HIP22667;73.13318166;14.25077785;5.79;0.4;-54.99;0;4.7029
HIP22678;73.15833012;36.70319639;5.67;-25.51;-3.63;0;4.9215
HIP22701;73.22366813;-5.45275591;14.56;-18.7;24.68;0;4.4373
HIP22730;73.3448138;2.50826497;4.84;31.13;-16.1;0;5.4049
HIP22797;73.56289852;2.44067151;2.27;1.33;0.51;0;3.647
HIP22826;73.68166567;12.35229804;19.82;89.83;-42.13;0;7.2531
HIP22957;74.09300445;13.51457751;19.54;-74.63;-44.92;0;4.2355
HIP23015;74.24840101;33.16613542;6.17;4.37;-17.46;0;2.8337
HIP23123;74.63709529;1.71403512;3.05;-0.69;-7.38;0;4.6307
HIP23416;75.49223404;43.82331463;1.44;-0.17;-2.57;0;3.1457
HIP23430;75.54069176;-26.2748432;13.34;85.11;-76.08;0;5.1748
HIP23453;75.61949993;41.07589031;4.21;9.51;-21.17;0;3.8549
HIP23522;75.85457204;60.44228146;3.21;-5.41;-14.56;0;4.1838
HIP23595;76.1012981;-35.48287129;18.25;125.29;-43.08;0;4.701
HIP23649;76.24146881;-49.57783014;6.82;68.34;-2.45;0;5.1708
HIP23680;76.34880907;1.17763584;3.41;8.42;-3.91;0;5.8483
HIP23685;76.3652172;-22.37085689;14.92;22.75;-74.07;0;3.3215
HIP23693;76.37787651;-57.4729893;85.73;-32.03;117.72;0;4.8191
HIP23767;76.628621;41.23464076;14.83;30.73;-68.2;0;3.116
HIP23835;76.86115023;18.64500706;62.93;534.98;17.94;0;5.0444
HIP23840;76.89171291;-63.39957024;5.32;11.54;-45.47;0;5.225
HIP23875;76.96264131;-5.08626265;37.54;-91.46;-78.34;0;2.8258
HIP23972;77.28659589;-8.75407609;2.43;1.21;-2.83;0;4.1942
HIP24169;77.84521802;-11.84922708;7.2;30.65;57.35;0;5.2572
HIP24197;77.9231727;16.04565764;10.03;4.02;6.11;0;5.3003
HIP24305;78.23280464;-16.20542901;17.44;44.88;-15.35;0;3.2528
HIP24327;78.30785517;-12.94128928;7.86;-12.86;2.99;0;4.3328
HIP24331;78.32283153;2.86125295;11.51;2.9;0.9;0;4.6378
HIP24372;78.4392785;-67.18534972;5.99;18.15;38.29;0;4.9799
HIP24436;78.63446359;-8.20163923;4.11;2.47;-0.55;0;0.193
HIP24608;79.17206526;45.99902918;76.31;76.89;-426.01;0;0.2385
HIP24659;79.37093063;-34.89438966;29.69;94.22;-337.74;0;4.9799
HIP24674;79.40166224;-6.84438609;6.37;-16.66;-9.64;0;3.5544
HIP24727;79.54395019;33.37200399;10.94;31.94;-160.54;0;4.6926
HIP24738;79.56534463;42.7921852;4.81;18.52;-30.4;0;5.5156
HIP24822;79.81912444;22.09669145;14.94;16.58;-77.51;0;5.1166
HIP24845;79.89385821;-13.17677693;2.19;-0.75;-2.98;0;4.2021
HIP24882;80.01329814;-5.20834096;3.17;-5.45;-8.13;0;7.1859
HIP25194;80.850019;-39.6784356;5.8;25.94;5.74;0;5.7816
HIP25247;80.98681832;-7.80795567;18.59;-14.45;-44.27;0;4.2952
HIP25281;81.11923443;-2.39713459;0.4;12.81;-2.33;0;3.2919
HIP25336;81.28278415;6.3497347;12.87;-8.1;-12.21;0;1.5493
HIP25428;81.57290826;28.60787362;24.56;23.5;-173.49;0;1.6151
HIP25606;82.06135968;-20.75923225;20.42;-4.85;-83.96;0;2.9674
HIP25737;82.43325629;-1.09217555;6.1;0.28;-26.26;0;4.8168
HIP25769;82.54254025;63.06723208;3.27;-5.4;-4.86;0;5.5061
HIP25813;82.69602189;5.94821247;12.03;15.83;-34.6;0;4.1585
HIP25859;82.80306437;-35.47043572;10.99;24.7;-31.94;0;4.0314
HIP25930;83.00166381;-0.29909193;4.73;1.8;-1.22;0;2.1361
HIP25945;83.05313025;18.59424533;1.64;0.87;-4.14;0;4.3349
HIP25985;83.18255801;-17.82229223;2.62;4.13;1.55;0;2.6426
HIP26069;83.4063181;-62.48985579;3.33;-0.54;13.25;0;3.903
HIP26169;83.68659358;-73.74136676;2.86;-1.11;36.26;0;5.7968
HIP26176;83.70515769;9.48958532;2.95;0.94;-1.85;0;4.3451
HIP26207;83.78449277;9.93416275;8.58;0.96;-1.64;0;3.3298
HIP26241;83.85825465;-5.90989972;1.69;1.55;0.5;0;2.6706
HIP26311;84.05338575;-1.20191728;2.62;1.96;-1.12;0;1.6235
HIP26366;84.22637806;9.29141191;28.85;98.03;-305.02;0;4.235
HIP26451;84.41118416;21.14259273;7.57;1.41;-20.67;0;2.9184
HIP26549;84.68652137;-2.60006676;8.74;1.19;-1.51;0;3.6811
HIP26551;84.69010455;-2.59970675;-328.61;2.39;-10.2;0;3.7103
HIP26634;84.91224976;-34.0740495;12.85;1.61;-23.31;0;2.6124
HIP26727;85.18968542;-1.94257669;13.94;4.28;-4.87;0;1.6812
HIP26885;85.61943483;1.47466494;10.55;-55.08;-14.96;0;5.0619
HIP27072;86.1165624;-22.44748667;111.66;-291.97;-368.77;0;3.6977
HIP27100;86.19341326;-65.73554099;22.53;-29.84;8.73;0;4.3927
HIP27288;86.7389573;-14.82194717;46.29;-14.23;-1;0;3.5778
HIP27321;86.82118056;-51.0667133;51.58;4.87;83.95;0;3.9077
HIP27366;86.93911641;-9.66960184;3.09;2.34;-0.76;0;2.0065
HIP27436;87.14637904;-65.16842093;4.65;8.78;-29.42;0;7.7366
HIP27468;87.25399532;24.56755355;8.25;-1.05;-20.48;0;5.0445
HIP27530;87.45656998;-56.16648862;18.9;81.21;-72.42;0;4.6622
HIP27628;87.73980339;-35.76929221;37.76;54.97;404.73;0;3.2833
HIP27639;87.76004253;37.30568167;6.38;36.75;-45.77;0;4.8122
HIP27654;87.82980337;-20.87751371;28.8;229.51;-648.15;0;3.9262
HIP27673;87.8724681;39.1484799;13.98;-5.05;5.91;0;4.1381
HIP27750;88.11017826;1.85515787;2.99;-7.36;-8.91;0;4.9282
HIP27890;88.52458683;-63.09102214;39.79;133.57;547.64;0;4.8015
HIP27913;88.59618174;20.27641455;110.48;-180.6;-90.16;0;4.5219
HIP27989;88.79287167;7.40703652;7.56;25;9.79;0;0.4997
HIP28010;88.87454307;-37.12060927;9.17;35;-20.85;0;5.1402
HIP28103;89.1013263;-14.16803807;66.09;-41.51;139.33;0;3.7888
HIP28199;89.38421612;-35.28330689;3.86;-2.53;11.05;0;4.3092
HIP28328;89.78662716;-42.81510765;6.26;18.54;-10.68;0;4.1205
HIP28358;89.88146026;54.28498145;24.86;79.78;-127.2;0;3.8904
HIP28360;89.88237251;44.94743489;39.88;-57.58;-0.6;0;1.9038
HIP28380;89.93015894;37.21276392;19.43;43.17;-72.34;0;2.6103
HIP28404;89.98375565;45.93675345;3.52;-3.91;-7.69;0;4.3115
HIP28413;90.01393917;-3.07407674;7.38;9.05;-74.33;0;4.6893
